"{""en"": ""<p>&nbsp; &nbsp; All the available knowledge, technologies and scientific discoveries are open, accessible and belong equally to all Citizens free of charge;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Все имеющиеся знания, технологии и научные открытия являются открытыми, доступными и в равной степени принадлежат всем гражданам на бесплатной основе;</p>""}",1,11,1,2019-01-04 21:46:50,2019-01-04 21:46:50
"{""en"": ""<p>&nbsp; &nbsp; The copyright and co-authorship rights of a Citizen are inviolable. A Citizen reserves the copyright and co-authorship rights at the time of publication of an innovation in accordance with the procedure of the established rules and standards. Every Citizen has the right of remuneration for the innovation, copyright and co-authorship rights, which belong to him. Calculation of compensation is done in accordance with the approved rules and directly proportional to the number of Citizens, using this innovation;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Авторское, соавторское право Гражданина нерушимо. Гражданин закрепляет за собой авторское, соавторское право в момент открытого опубликования инновации в соответствии и в порядке с установленными правилами и стандартами. Каждый Гражданин имеет право на вознаграждение за инновацию, автором, соавтором которой он является. Расчет вознаграждения рассчитывается согласно утвержденных правил и прямо пропорционален количеству Граждан, пользующихся данной инновацией;</p>""}",1,12,1,2019-01-04 21:48:05,2019-01-04 21:48:05
"{""en"": ""<p>&nbsp; &nbsp; The system of the Internet is a free world heritage that cannot be censored, controlled by anyone, managed or persecuted so that can only be limited by the moral principles accepted by all Citizens and enshrined in the basic law;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Система интернет является бесплатным всемирным наследием и не может подвергаться цензуре, чьему-либо контролю, преследованию либо управлению, и может ограничиваться лишь моральными принципами, принятыми гражданами и зафиксированными в основном законе;</p>""}",1,13,1,2019-01-04 21:48:44,2019-01-04 21:48:44
"{""en"": ""<p>&nbsp; &nbsp; All Citizens of the Earth are exonerated from the forced payment of any taxes and fees. Any Citizen may voluntarily participate in charity and raise funds for his personal consent;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Все граждане планеты Земля освобождены от принудительной уплаты каких-либо налогов и сборов. Любой гражданин может добровольно участвовать в благотворительности и в сборе средств по своему личному волеизъявлению;</p>""}",1,14,1,2019-01-04 21:49:29,2019-01-04 21:49:29
"{""en"": ""<p>&nbsp; &nbsp; Every Citizen has the right to have equal social security and to carry out indispensable rights for his dignity and free development of his personality in the economic, social and cultural fields from his birth to the moment of death in accordance with the resource potential of the Earth and the level of technical development of society;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый гражданин имеет право на равное социальное обеспечение и на осуществление необходимых для поддержания его достоинства и для свободного развития его личности прав в экономической, социальной и культурной областях, с момента своего рождения и до момента смерти в соответствии с ресурсными возможностями планеты Земля и уровнем технического развития общества;&nbsp;</p>""}",1,15,1,2019-01-04 21:50:19,2019-01-04 21:50:19
"{""en"": ""<p>&nbsp; &nbsp; All Citizens are free and equal in dignity and rights. The rights and freedoms of a Citizen are inalienable and inviolable;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Все граждане свободны и равны в своем достоинстве и правах. Права и свободы гражданина неотчуждаемы и нерушимы;</p>""}",2,1,0,2019-01-04 21:51:18,2019-01-04 22:21:54
"{""en"": ""<p>&nbsp; &nbsp; Rights and freedoms of a person and a Citizen, specified by this Constitution, considered being not exhaustive. The constitutional rights and freedoms are guaranteed and cannot be abolished. When adopting new laws or amending existing laws, there are not allowed narrowing of the content and scope of the existing rights and freedoms;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Права и свободы человека и гражданина, закрепленные этой Конституцией, не являются исчерпывающими. Конституционные права и свободы гарантируются и не могут быть упразднены. При принятии новых законов или внесении изменений в действующие законы не допускается сужение содержания и объема существующих прав и свобод;&nbsp;</p>""}",2,2,0,2019-01-04 21:52:01,2019-01-04 21:52:01
"{""en"": ""<p>&nbsp; &nbsp; Every Citizen has the right to freedom of personal development and self-realization, if it does not violate the rights and freedoms of others; and hereby, a Citizen has duties in reference to other Citizens, which will ensure the free and full development of his personality;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый Гражданин имеет право на вознаграждение за инновацию, автором или соавтором которой он является. Расчет вознаграждения рассчитывается согласно утвержденных правил и прямо пропорционален количеству Граждан, пользующихся данной инновацией;</p>""}",2,3,0,2019-01-04 21:53:08,2019-01-04 21:53:08
"{""en"": ""<p>&nbsp; &nbsp; All Citizens have equal constitutional rights and freedoms and are equal before the law. There can be no privileges or restrictions based on race, skin color, political, religious and other beliefs, sex, ethnic or social origin, property status, place of residence, language or other characteristics;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Граждане имеют равные конституционные права и свободы и равны перед законом. Не может быть привилегий или ограничений по признакам расы, цвета кожи, политических, религиозных и иных убеждений, пола, этнического и социального происхождения, имущественного положения, места жительства, по языковым или иным признакам;&nbsp;</p>""}",2,4,0,2019-01-04 21:53:56,2019-01-04 22:19:47
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the inherent right to life. No one shall be arbitrarily deprived of his life. The duty of a Citizen is to protect human life. Everyone has the right to protect his life and health, life and health of other persons against unlawful encroachments;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый человек имеет неотъемлемое право на жизнь. Никто не может быть произвольно лишен жизни. Обязанность гражданина - защищать жизнь человека. Каждый имеет право защищать свою жизнь и здоровье, жизнь и здоровье других людей от противоправных посягательств;</p>""}",2,5,0,2019-01-04 21:54:45,2019-01-04 21:54:45
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to respect of his dignity. No one shall be subjected to torture or to cruel, inhuman or disparaging treatment or punishment. Not a single person, without a voluntary consent, subjected to medical, scientific or other experiments;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на уважение его достоинства. Никто не может быть подвергнут пыткам, жестокому, нечеловеческому или унижающему его достоинство обращению либо наказанию. Ни один человек без его добровольного согласия не может быть подвергнут медицинским, научным или иным опытам;</p>""}",2,6,0,2019-01-04 21:55:19,2019-01-04 22:20:21
"{""en"": ""<p>&nbsp; &nbsp; Everyone is guaranteed privacy of correspondence, telephone conversations or other communications;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждому гарантируется тайна переписки, телефонных разговоров или иной корреспонденции;</p>""}",2,7,0,2019-01-04 21:56:02,2019-01-04 21:56:02
"{""en"": ""<p>&nbsp; &nbsp; No one shall be subjected to interference with his privacy and family;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Никто не может подвергаться вмешательству в его личную и семейную жизнь;</p>""}",2,8,0,2019-01-04 21:56:48,2019-01-04 21:56:48
"{""en"": ""<p>&nbsp; &nbsp; Marriage is based on the free consent of a woman and a man. Each of the spouses shall have equal rights and responsibilities in marriage and family;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Брак основывается на добровольном согласии женщины и мужчины. Каждый из супругов имеет равные права и обязанности в браке и семье;</p>""}",2,9,0,2019-01-04 21:57:46,2019-01-04 21:59:11
"{""en"": ""<p>&nbsp; &nbsp; Everyone shall be guaranteed the right to freedom of thought and speech, free expression of views and beliefs. Everyone has the right to freely collect, store, use and disseminate information by the oral, written or other means in accordance with his choice;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждому гарантируется право на свободу мысли и слова, на свободное выражение своих взглядов и убеждений. Каждый имеет право свободно собирать, хранить, использовать и распространять информацию устно, письменно либо иным способом - по своему выбору;</p>""}",2,10,0,2019-01-04 22:00:41,2019-01-04 22:00:41
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to freedom of personal philosophy and religion;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на свободу мировоззрения и вероисповедания;&nbsp;</p>""}",2,11,0,2019-01-04 22:01:34,2019-01-04 22:01:34
"{""en"": ""<p>&nbsp; &nbsp; Everyone is guaranteed freedom of movement and free choice of residence;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждому гарантируется свобода передвижения, свободный выбор места жительства;</p>""}",2,12,0,2019-01-04 22:02:18,2019-01-04 22:02:18
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to possess, use and dispose his property and the results of his intellectual and creative activity. No one can be unlawfully deprived of the property rights. The right to private property is inviolable. The use of property may not cause harm to the rights, freedoms and dignity of other Citizens, the interests of society, aggravate the ecological situation and the natural qualities of the land;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право владеть, пользоваться и распоряжаться своей собственностью, результатами своей интеллектуальной и творческой деятельности. Никто не может быть противоправно лишен права собственности. Право частной собственности нерушимо. Использование собственности не может наносить вред правам, свободам и достоинству граждан, интересам общества, ухудшать экологическую ситуацию и природные качества Земли;</p>""}",2,13,0,2019-01-04 22:03:08,2019-01-04 22:21:11
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to work that includes the opportunity to improve the quality of life by his occupation, which he freely chooses or to which freely agrees;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на труд, что включает возможность улучшать качество своей жизни трудом, который он свободно избирает или на который свободно соглашается;</p>""}",2,14,0,2019-01-04 22:03:56,2019-01-04 22:03:56
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to housing. No one can be involuntary deprived of housing;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на жилище. Никто не может быть принудительно лишен жилища;</p>""}",2,15,0,2019-01-04 22:04:42,2019-01-04 22:04:42
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to an adequate standard of living for himself and his family, including adequate food, clothing and housing;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на достаточный жизненный уровень для себя и своей семьи, включающий достаточное питание, одежду, жилище;</p>""}",2,16,0,2019-01-04 22:06:00,2019-01-04 22:06:00
"{""en"": ""<p>&nbsp; &nbsp; Everyone has the right to the environment secure for his life and health. Everyone is guaranteed the right of free accesses to the environmental information, the quality of food and household items, as well as the right to its dissemination. The information cannot be classified;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет право на безопасную для жизни и здоровья окружающую среду. Каждому гарантируется право свободного доступа к информации о состоянии окружающей среды, о качестве пищевых продуктов и предметов быта, а также право на ее распространение. Информация никем не может быть засекречена;&nbsp;</p>""}",2,17,1,2019-01-04 22:06:46,2019-01-04 22:06:46
"{""en"": ""<p>&nbsp; &nbsp; Parents must take care and have a right to dispose of the funds of their child for the personal benefit of a child under the age of majority. Adult children are obliged to care for and have the right to dispose of the funds of their disabled parents only for the personal benefit of their parents;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Родители обязаны заботиться и имеют права распоряжаться средствами своего ребенка только для личного блага ребенка до его совершеннолетия. Совершеннолетние дети обязаны заботиться и имеют права распоряжаться средствами своих нетрудоспособных родителей только для личных благ родителей;</p>""}",2,18,1,2019-01-04 22:07:31,2019-01-04 22:07:31
"{""en"": ""<p>&nbsp; &nbsp; All existing knowledge, technologies and scientific discoveries are opened, accessible and equally belong to all citizens freely;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Все имеющиеся знания, технологии и научные открытия являются открытыми, доступными и в равной степени принадлежат всем гражданам на бесплатной основе;&nbsp;</p>""}",2,19,1,2019-01-04 22:08:16,2019-01-04 22:26:27
"{""en"": ""<p>&nbsp; &nbsp; Children are equal in their rights regardless of their origin and whether they are born within or out of marriage. Any violence and child exploitation are unacceptable, immoral and punishable by law;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Дети равны в своих правах, независимо от происхождения, а также от того, рождены они в браке или вне его. Любое насилие и эксплуатация ребенка являются недопустимыми, аморальными и преследуются по закону;</p>""}",2,20,1,2019-01-04 22:09:12,2019-01-04 22:09:12
"{""en"": ""<p>&nbsp; &nbsp; Everyone has an equal right to education and self-education, and unhindered access to any information, training and treatment, scientific and technical innovations and discoveries, direct real-time access to the data obtained from the sources of underground, ground-based, water, underwater, tropospheric and space kind;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый имеет равное право на образование и самообразование, беспрепятственный доступ к любой информации, методикам обучения и лечения, научным и техническим инновациям и открытиям, прямой доступ в реальном времени к данным, получаемым с наземных, подземных, наводных, подводных тропосферных и космических источников;</p>""}",2,21,1,2019-01-04 22:10:06,2019-01-04 22:10:06
"{""en"": ""<p>&nbsp; &nbsp; The rights and freedoms of a person and a Citizen are protected by the unified civil court. Everyone has the right to protect his rights and freedoms from violations and illegal encroachments by any means not prohibited by law;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Права и свободы человека и гражданина защищаются единым гражданским судом. Каждый имеет право любыми не запрещенными законом средствами защищать свои права и свободы от нарушений и противоправных посягательств;</p>""}",2,22,1,2019-01-04 22:10:46,2019-01-04 22:10:46
"{""en"": ""<p>&nbsp; &nbsp; Everyone shall be guaranteed the right to know his rights and responsibilities. The laws and other normative - legal acts that determine the rights and obligations of the Citizens should be in constant unimpeded access to all Citizens. Every Citizen is obliged to know, directly participate in making and strictly abide by the adopted legislation;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждому гарантируется право знать свои права и обязанности. Законы и иные нормативно-правовые акты не имеют, определяющие права и обязанности Граждан, должны быть в постоянном беспрепятственном доступе для всех Граждан. Каждый гражданин обязан знать, принимать непосредственное участие в принятии и неукоснительно исполнять принятое законодательство;</p>""}",2,23,1,2019-01-04 22:11:36,2019-01-04 22:11:36
"{""en"": ""<p>&nbsp; &nbsp; The laws and other normative - legal acts have no retroactive force, except in cases where they mitigate or annul the responsibility of a person. No one can be responsible for the acts that at the time of commission were not recognized by the law as an offense;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Законы и иные нормативно - правовые акты не имеют обратного действия во времени, кроме случаев, когда они смягчают или отменяют ответственность лица. Никто не может отвечать за деяния, которые на момент их совершения не признавались законом как правонарушения;</p>""}",2,24,1,2019-01-04 22:12:42,2019-01-04 22:12:42
"{""en"": ""<p>&nbsp; &nbsp; No one can be prosecuted twice for one and the same offense. Responsibility of a Citizen implies an individual character;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Никто не может быть дважды привлечен к ответственности одного вида за одно и то же правонарушение. Ответственность Гражданина имеет индивидуальный характер;</p>""}",2,25,1,2019-01-04 22:14:24,2019-01-04 22:14:24
"{""en"": ""<p>&nbsp; &nbsp; A Citizen is presumed innocent of committing a crime and cannot be punished until his guilt is proved through the legal procedure and established by a verdict of guilt by not less than two-thirds of Citizens, who participated in the court session. Nobody is obliged to prove his innocence of committing a crime. The prosecution cannot be based on the evidence obtained by illegal means, as well as on assumptions. All doubts in concern with the guilt of a Citizen should be interpreted in his favor. In the event of an acquittal verdict, a Citizen, acting as a prosecutor, is responsible before the law for defamation;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Гражданин считается невиновным в совершении правонарушения, преступления и не может быть подвергнут наказанию, пока его вина не будет доказана в законном порядке и установлена обвинительным приговором не менее двух третей граждан, принявших участие в заседании суда. Никто не обязан доказывать свою невиновность в совершении правонарушения или преступления. Обвинение не может основываться на доказательствах, полученных незаконным путем, а также на предположениях. Все сомнения относительно доказанности вины Гражданина истолковываются в его пользу. В случае вынесения оправдательного приговора суда, гражданин, выступающий в роли обвинителя, несет ответственность перед законом за клевету;</p>""}",2,26,1,2019-01-04 22:15:20,2019-01-04 22:15:20
"{""en"": ""<p>&nbsp; &nbsp; A Citizen does not bear responsibility for refusing to testify or to explain anything about his family members or close relatives as determined by the law. A convicted person enjoys all the rights of a person and a Citizen with the exception of restrictions determined by the law and established by the court verdict;&nbsp;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Гражданин не несет ответственности за отказ давать показания или объяснения в отношении членов своей семьи или близких родственников, круг которых определяется законом. Осужденный пользуется всеми правами человека и гражданина, за исключением ограничений, определенных законом и установленных приговором суда;</p>""}",2,27,1,2019-01-04 22:16:05,2019-01-04 22:16:05
"{""en"": ""<p>&nbsp; &nbsp; Everyone is obliged not to harm the nature or the cultural heritage and to compensate the damage incurred by him in accordance with the legislation;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый обязан не наносить вред природе, культурному наследию, возмещать причиненные им убытки в соответствии с принятым законодательством;</p>""}",2,28,1,2019-01-04 22:16:51,2019-01-04 22:16:51
"{""en"": ""<p>&nbsp; &nbsp; Every Citizen shall assume an equal share of responsibility for the conservation and humane treatment of the animal diversity on the Earth. Torture and deprivation of life of animals for entertainment is immoral and prohibited in all the forms and manifestations;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый Гражданин принимает на себя равную долю ответственности за сохранение и гуманное отношение к животному разнообразию на Планете Земля. Издевательства и лишение жизни животных ради развлечения являются аморальными, запрещены во всех их видах и проявлениях;&nbsp;</p>""}",2,29,1,2019-01-04 22:17:43,2019-01-04 22:17:43
"{""en"": ""<p>&nbsp; &nbsp; Everyone is obliged to strictly abide by the Earth Constitution, laws and other legal acts and do not infringe on the rights and freedoms, honor and dignity of other Citizens. Ignorance of the law is a direct violation of the Earth Constitution;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Каждый обязан неукоснительно соблюдать Конституцию Планеты Земля, законы и иные законодательные акты, не посягать на права и свободы, честь и достоинство других Граждан. Незнание законов является прямым нарушением Конституции Планеты Земля;&nbsp;</p>""}",2,30,1,2019-01-04 22:18:31,2019-01-04 22:18:31
