0,"{""point"": {""en"": ""Generating blockchain and pre-mining the Enebra's resource equivalent"", ""ru"": ""Создание blockchain и премайнинга ресурсного эквивалента""}, ""description"": {""en"": null, ""ru"": null}}",1,3,11,2018-12-12 15:24:05,2018-12-12 15:24:05
0,"{""point"": {""en"": ""Internal certification of biometric devices"", ""ru"": ""Сертификация устройств для снятия биометрических данных""}, ""description"": {""en"": null, ""ru"": null}}",1,3,12,2018-12-12 15:24:47,2018-12-12 15:26:11
0,"{""point"": {""en"": ""Creating of adaptive browser for ENEBRA users"", ""ru"": ""Создание адаптивного браузера для пользователей""}, ""description"": {""en"": null, ""ru"": null}}",1,3,13,2018-12-12 15:25:27,2018-12-12 15:26:29
0,"{""point"": {""en"": ""Determining the technical requirements for the ENEBRA server software, it's development and deployment"", ""ru"": ""Определение технических требований и разработка ПО для серверов""}, ""description"": {""en"": null, ""ru"": null}}",1,3,14,2018-12-12 15:28:29,2018-12-12 15:28:29
1,"{""point"": {""en"": ""Consideration a list of evaluation criteria and parameters for innovative projects"", ""ru"": ""Создание перечня критериев и параметров оценки инноваций""}, ""description"": {""en"": null, ""ru"": null}}",1,3,15,2018-12-12 15:29:23,2019-01-09 14:32:57
0,"{""point"": {""en"": ""Adaptation of existing eficient laws and statements"", ""ru"": ""Адаптация существующих эффективных норм законодательства""}, ""description"": {""en"": null, ""ru"": null}}",1,4,16,2018-12-12 15:30:23,2018-12-12 15:30:23
1,"{""point"": {""en"": ""Creating a Constitution Draft of the planet Earth"", ""ru"": ""Создание проекта Конституции планеты Земля""}, ""description"": {""en"": null, ""ru"": null}}",1,4,17,2018-12-12 15:31:20,2019-01-09 14:33:14
1,"{""point"": {""en"": ""Protection against the destruction of the Enebra structure"", ""ru"": ""Защита от деструкции структуры \""Энебра\""""}, ""description"": {""en"": null, ""ru"": null}}",1,4,18,2018-12-12 15:32:16,2019-01-09 14:33:28
1,"{""point"": {""en"": ""Create the conditions for peaceful coexistence and the development of a modern system design that does not mean a violation of legal, ethical, cultural, psychological and social aspects"", ""ru"": ""Создание условий для мирного сосуществования существующей системы и развития проекта, которые заключатся в ненарушении юридических, этических, культурных, психологических и социальных норм""}, ""description"": {""en"": null, ""ru"": null}}",1,4,19,2018-12-12 15:33:14,2019-01-09 14:33:39
1,"{""point"": {""en"": ""Development cooperation relationships in \""Enebra\"" with existing institutions + fiscal system (the transitional period)"", ""ru"": ""Разработка взаимодействия структуры \""Энебра\"" с существующими институциями + фискальной системой (на переходный период)""}, ""description"": {""en"": null, ""ru"": null}}",1,4,20,2018-12-12 15:34:22,2019-01-09 14:33:51
0,"{""point"": {""en"": ""Project promotion in media and social networks"", ""ru"": ""Пиар проекта в масс-медиа и социальных сетях""}, ""description"": {""en"": null, ""ru"": null}}",2,1,21,2018-12-12 15:50:20,2018-12-12 15:50:20
0,"{""point"": {""en"": ""Development and implementation of new educational, communicative, ideological, environmental programs and standards"", ""ru"": ""Разработка и внедрение новых образовательных, коммуникативных, мировоззренческих, экологических программ и стандартов""}, ""description"": {""en"": null, ""ru"": null}}",2,1,22,2018-12-12 15:51:22,2018-12-12 15:51:22
0,"{""point"": {""en"": ""Creation of documentary and feature movies"", ""ru"": ""Создание документальных и художественных фильмов""}, ""description"": {""en"": null, ""ru"": null}}",2,1,23,2018-12-12 15:52:15,2018-12-12 15:52:15
0,"{""point"": {""en"": ""Involving philanthropists, international funds and organizations"", ""ru"": ""Привлечение филантропов, международных фондов и организаций""}, ""description"": {""en"": null, ""ru"": null}}",2,2,24,2018-12-12 15:53:51,2018-12-12 15:53:51
0,"{""point"": {""en"": ""Primary inventory of known resources of planet Earth"", ""ru"": ""Проведение первичной инвентаризации известных ресурсов планеты Земля""}, ""description"": {""en"": null, ""ru"": null}}",2,2,25,2018-12-12 15:55:04,2018-12-12 15:55:04
0,"{""point"": {""en"": ""Testing and improving Enebra system"", ""ru"": ""Разработка и внедрение универсального единого языка общения""}, ""description"": {""en"": null, ""ru"": null}}",2,3,26,2018-12-12 15:56:17,2018-12-12 15:59:18
0,"{""point"": {""en"": ""Creation of the scientific and technical facilities for theprobation and implementation of the innovative solutions"", ""ru"": ""Создание и тестирование первичной биометрической базы данных""}, ""description"": {""en"": null, ""ru"": null}}",2,3,27,2018-12-12 15:57:39,2018-12-12 15:57:39
0,"{""point"": {""en"": ""Development of an international auxiliary language"", ""ru"": ""Создание и адаптация девайсов для стабильной работы в системе Энебра""}, ""description"": {""en"": null, ""ru"": null}}",2,3,28,2018-12-12 16:01:18,2018-12-12 16:01:18
0,"{""point"": {""en"": ""Creation and testing of the primary biometric database"", ""ru"": ""Тестирование и усовершенствование системы «Энебра»""}, ""description"": {""en"": null, ""ru"": null}}",2,3,29,2018-12-12 16:02:26,2018-12-12 16:02:26
0,"{""point"": {""en"": ""Devices creation and adaptation for stable Enebra system operation"", ""ru"": ""Создание лаборатории для тестирования и демонстрации технических решений""}, ""description"": {""en"": null, ""ru"": null}}",2,3,30,2018-12-12 16:03:04,2018-12-12 16:03:04
0,"{""point"": {""en"": ""Improvement Constitution Draft of the planet Earth"", ""ru"": ""Усовершенствование проекта Конституции планеты Земля""}, ""description"": {""en"": null, ""ru"": null}}",2,4,31,2018-12-12 16:04:17,2018-12-12 16:04:17
0,"{""point"": {""en"": ""The development of overal laws"", ""ru"": ""Разработка общего законодательства""}, ""description"": {""en"": null, ""ru"": null}}",2,4,32,2018-12-12 16:05:26,2018-12-12 16:05:26
0,"{""point"": {""en"": ""Development of the property and marriages registry, etc."", ""ru"": ""Разработка реестра собственности, реестра регистрации брака и т.д.""}, ""description"": {""en"": null, ""ru"": null}}",2,4,33,2018-12-12 16:06:14,2018-12-12 16:06:14
0,"{""point"": {""en"": ""Full inventory of the property on Earth"", ""ru"": ""Инвентаризации всех ресурсов планеты Земля""}, ""description"": {""en"": null, ""ru"": null}}",3,2,34,2018-12-12 16:08:04,2018-12-12 16:08:04
0,"{""point"": {""en"": ""Providing the system participants with energy, food, communication systems, etc."", ""ru"": ""Обеспечение участников системы энергоресурсами, продуктами питания, системами связи и т.д.""}, ""description"": {""en"": null, ""ru"": null}}",3,2,35,2018-12-12 16:09:12,2018-12-12 16:09:12
0,"{""point"": {""en"": ""Implementing the ENEBRA projects aimed at eradication of the adverse economic phenomena, e.g. deficiencies, high inflation etc."", ""ru"": ""Создание и реализация проектов, направленных на искоренение такого явления, как дефицит, стабилизацию и снижение темпов инфляции Энебра.""}, ""description"": {""en"": null, ""ru"": null}}",3,2,36,2018-12-12 16:10:01,2018-12-12 16:10:01
0,"{""point"": {""en"": ""Full-scale production deployment of the ENEBRA system"", ""ru"": ""Запуск готовой системы «Энебра»""}, ""description"": {""en"": null, ""ru"": null}}",3,3,37,2018-12-12 16:11:03,2018-12-12 16:11:03
0,"{""point"": {""en"": ""Registering the biometric characteristics of the system"", ""ru"": ""Полная биометрическая регистрация участников системы""}, ""description"": {""en"": null, ""ru"": null}}",3,3,38,2018-12-12 16:11:49,2018-12-12 16:11:49
0,"{""point"": {""en"": ""Construction of cities to host the development in the various areas (scientific, technical, medical, educational, aerospace, agricultural, oceanic, cultural, etc.) in order to maximize the acceleration of the technological progress, raise the standards of life and health"", ""ru"": ""Планирование и строительство городов по различным направлениям (научно-технические, медицинские,образовательные, аэрокосмические, сельскохозяйственные, океанические, культурные и т.д.) с целью максимального ускорения технического прогресса, поднятия уровня жизни и здоровья населения планеты""}, ""description"": {""en"": null, ""ru"": null}}",3,3,39,2018-12-12 16:12:38,2018-12-12 16:12:38
0,"{""point"": {""en"": ""The creation of a system of shipping between cities and continents that do not violate the animal migration"", ""ru"": ""Создание товаротранспортных систем между городами и континентами, не нарушающих миграции животных""}, ""description"": {""en"": null, ""ru"": null}}",3,3,40,2018-12-12 16:14:09,2018-12-12 16:14:09
0,"{""point"": {""en"": ""Creating the conditions for reconstruction and development of flora and fauna"", ""ru"": ""Создание условий для восстановления и развития флоры и фауны""}, ""description"": {""en"": null, ""ru"": null}}",3,3,41,2018-12-12 16:15:22,2018-12-12 16:15:22
0,"{""point"": {""en"": ""The creation of technical systems that eliminate the negative effects of the modern civilization (recycling, land remediation, cleaning the seas and oceans, collection and disposal of debris in the orbit of the planet)"", ""ru"": ""Создание технических систем, устраняющих негативные последствия нынешней цивилизации (переработка отходов, рекультивация земли, очистка морей и океанов, сбор и утилизация космического мусора на орбите нашей планеты)""}, ""description"": {""en"": null, ""ru"": null}}",3,3,42,2018-12-12 16:16:34,2018-12-12 16:16:34
0,"{""point"": {""en"": ""The adoption of the Earth Constitution"", ""ru"": ""Провозглашение Конституции планеты Земля""}, ""description"": {""en"": null, ""ru"": null}}",3,4,43,2018-12-12 16:17:49,2018-12-12 16:17:49
0,"{""point"": {""en"": ""The adoption of the Enebra legal system"", ""ru"": ""Принятие законов в системе «Энебра»""}, ""description"": {""en"": null, ""ru"": null}}",3,4,44,2018-12-12 16:18:34,2018-12-12 16:18:34
0,"{""point"": {""en"": ""The creation and registration of the Enebra party"", ""ru"": ""Создание партии \""Энебра\""""}, ""description"": {""en"": null, ""ru"": null}}",3,4,45,2018-12-12 16:19:35,2018-12-12 16:19:35
0,"{""point"": {""en"": ""The adoption of the laws created in the Enebra system in some states"", ""ru"": ""Принятие законов, принятых в системе «Энебра», в отдельных странах""}, ""description"": {""en"": null, ""ru"": null}}",3,4,46,2018-12-12 16:20:37,2018-12-12 16:20:37
0,"{""point"": {""en"": ""Property registry fulfilling"", ""ru"": ""Заполнение реестра собственности""}, ""description"": {""en"": null, ""ru"": null}}",3,4,47,2018-12-12 16:21:33,2018-12-12 16:21:33
0,"{""point"": {""en"": ""The ratification of the adopted laws"", ""ru"": ""Ратификация принятых законов""}, ""description"": {""en"": null, ""ru"": null}}",3,4,48,2018-12-12 16:22:44,2018-12-12 16:22:44
0,"{""point"": {""en"": ""The dissolution of the Enebra party"", ""ru"": ""Расформирование партии “Энебра”""}, ""description"": {""en"": null, ""ru"": null}}",3,4,49,2018-12-12 16:23:37,2018-12-12 16:23:37
0,"{""point"": {""en"": ""Creating conditions for resource equivalent deflation"", ""ru"": ""Создание условий для дефляции ресурсного эквивалента""}, ""description"": {""en"": null, ""ru"": null}}",4,2,50,2018-12-12 16:24:51,2018-12-12 16:24:51
0,"{""point"": {""en"": ""Launching projects related to the creation of conditions for life and human development on the planets of the solar system"", ""ru"": ""Запуск проектов, связанных с созданием условий для жизни и развития человечества на планетах солнечной системы""}, ""description"": {""en"": null, ""ru"": null}}",4,3,51,2018-12-12 16:25:38,2018-12-12 16:25:38
0,"{""point"": {""en"": ""Going out the solar system boundaries - the creation of conditions for the survival of humankind, technology and knowledge after the completion of the natural life cycle of the solar system and our galaxy"", ""ru"": ""Выход за пределы солнечной системы – создание условий для сохранения человечества, технологий и знаний после естественного завершения жизненного цикла солнечной системы и нашей галактики""}, ""description"": {""en"": null, ""ru"": null}}",4,3,52,2018-12-12 16:26:19,2018-12-12 16:27:03
0,"{""point"": {""en"": ""The creation of the conditions for the exchange of technology and peaceful coexistence with possible existing extraterrestrial civilizations"", ""ru"": ""Создание условий для обмена технологиями и мирного сосуществования с возможно существующими инопланетными цивилизациями""}, ""description"": {""en"": null, ""ru"": null}}",4,4,53,2018-12-12 16:27:57,2018-12-20 19:22:59
